"month","crime","count"
2009-01-01,"ROBBERY",1279
2009-01-01,"SEX OFFENSE",92
2009-01-01,"STALKING",12
2009-01-01,"THEFT",6046
2009-01-01,"WEAPONS VIOLATION",322
2009-02-01,"ARSON",45
2009-02-01,"ASSAULT",1648
2009-02-01,"BATTERY",4961
2009-02-01,"BURGLARY",1552
2009-02-01,"CRIM SEXUAL ASSAULT",109
2009-02-01,"CRIMINAL DAMAGE",3239
2009-02-01,"CRIMINAL TRESPASS",827
2009-02-01,"DECEPTIVE PRACTICE",1065
2009-02-01,"GAMBLING",26
2009-02-01,"HOMICIDE",25
2009-02-01,"INTERFERENCE WITH PUBLIC OFFICER",55
2009-02-01,"INTIMIDATION",23
2009-02-01,"KIDNAPPING",26
2009-02-01,"LIQUOR LAW VIOLATION",70
2009-02-01,"MOTOR VEHICLE THEFT",1125
2009-02-01,"NARCOTICS",3657
2009-02-01,"NON-CRIMINAL",1
2009-02-01,"OBSCENITY",1
2009-02-01,"OFFENSE INVOLVING CHILDREN",207
2009-02-01,"OTHER OFFENSE",2126
2009-02-01,"PROSTITUTION",366
2009-02-01,"PUBLIC PEACE VIOLATION",211
2009-02-01,"ROBBERY",978
2009-02-01,"SEX OFFENSE",93
2009-02-01,"STALKING",19
2009-02-01,"THEFT",5516
2009-02-01,"WEAPONS VIOLATION",251
2009-03-01,"ARSON",69
2009-03-01,"ASSAULT",2062
2009-03-01,"BATTERY",6211
2009-03-01,"BURGLARY",1912
2009-03-01,"CRIM SEXUAL ASSAULT",126
2009-03-01,"CRIMINAL DAMAGE",4131
2009-03-01,"CRIMINAL TRESPASS",1047
2009-03-01,"DECEPTIVE PRACTICE",1234
2009-03-01,"GAMBLING",64
2009-03-01,"HOMICIDE",20
2009-03-01,"INTERFERENCE WITH PUBLIC OFFICER",55
2009-03-01,"INTIMIDATION",23
2009-03-01,"KIDNAPPING",18
2009-03-01,"LIQUOR LAW VIOLATION",80
2009-03-01,"MOTOR VEHICLE THEFT",1219
2009-03-01,"NARCOTICS",3938
2009-03-01,"OBSCENITY",3
2009-03-01,"OFFENSE INVOLVING CHILDREN",208
2009-03-01,"OTHER NARCOTIC VIOLATION",1
2009-03-01,"OTHER OFFENSE",2374
2009-03-01,"PROSTITUTION",411
2009-03-01,"PUBLIC INDECENCY",1
2009-03-01,"PUBLIC PEACE VIOLATION",288
2009-03-01,"ROBBERY",1199
2009-03-01,"SEX OFFENSE",111
2009-03-01,"STALKING",20
2009-03-01,"THEFT",6550
2009-03-01,"WEAPONS VIOLATION",300
2009-04-01,"ARSON",51
2009-04-01,"ASSAULT",2048
2009-04-01,"BATTERY",5862
2009-04-01,"BURGLARY",2056
2009-04-01,"CRIM SEXUAL ASSAULT",103
2009-04-01,"CRIMINAL DAMAGE",4099
2009-04-01,"CRIMINAL TRESPASS",967
2009-04-01,"DECEPTIVE PRACTICE",1153
2009-04-01,"GAMBLING",69
2009-04-01,"HOMICIDE",40
2009-04-01,"INTERFERENCE WITH PUBLIC OFFICER",37
2009-04-01,"INTIMIDATION",11
2009-04-01,"KIDNAPPING",21
2009-04-01,"LIQUOR LAW VIOLATION",72
2009-04-01,"MOTOR VEHICLE THEFT",1138
2009-04-01,"NARCOTICS",3578
2009-04-01,"OBSCENITY",1
2009-04-01,"OFFENSE INVOLVING CHILDREN",218
2009-04-01,"OTHER OFFENSE",2278
2009-04-01,"PROSTITUTION",298
2009-04-01,"PUBLIC PEACE VIOLATION",246
2009-04-01,"ROBBERY",1205
2009-04-01,"SEX OFFENSE",95
2009-04-01,"STALKING",8
2009-04-01,"THEFT",6555
2009-04-01,"WEAPONS VIOLATION",346
2009-05-01,"ARSON",55
2009-05-01,"ASSAULT",2222
2009-05-01,"BATTERY",6826
2009-05-01,"BURGLARY",2196
2009-05-01,"CRIM SEXUAL ASSAULT",124
2009-05-01,"CRIMINAL DAMAGE",4476
2009-05-01,"CRIMINAL TRESPASS",1008
2009-05-01,"DECEPTIVE PRACTICE",1115
2009-05-01,"GAMBLING",116
2009-05-01,"HOMICIDE",47
2009-05-01,"INTERFERENCE WITH PUBLIC OFFICER",57
2009-05-01,"INTIMIDATION",25
2009-05-01,"KIDNAPPING",21
2009-05-01,"LIQUOR LAW VIOLATION",67
2009-05-01,"MOTOR VEHICLE THEFT",1160
2009-05-01,"NARCOTICS",3665
2009-05-01,"OBSCENITY",1
2009-05-01,"OFFENSE INVOLVING CHILDREN",211
2009-05-01,"OTHER NARCOTIC VIOLATION",2
2009-05-01,"OTHER OFFENSE",2214
2009-05-01,"PROSTITUTION",355
2009-05-01,"PUBLIC PEACE VIOLATION",313
2009-05-01,"ROBBERY",1408
2009-05-01,"SEX OFFENSE",118
2009-05-01,"STALKING",14
2009-05-01,"THEFT",6997
2009-05-01,"WEAPONS VIOLATION",419
2009-06-01,"ARSON",53
2009-06-01,"ASSAULT",2120
2009-06-01,"BATTERY",6552
2009-06-01,"BURGLARY",2333
2009-06-01,"CRIM SEXUAL ASSAULT",109
2009-06-01,"CRIMINAL DAMAGE",4342
2009-06-01,"CRIMINAL TRESPASS",881
2009-06-01,"DECEPTIVE PRACTICE",1243
2009-06-01,"GAMBLING",119
2009-06-01,"HOMICIDE",45
2009-06-01,"INTERFERENCE WITH PUBLIC OFFICER",35
2009-06-01,"INTIMIDATION",15
2009-06-01,"KIDNAPPING",24
2009-06-01,"LIQUOR LAW VIOLATION",57
2009-06-01,"MOTOR VEHICLE THEFT",1212
2009-06-01,"NARCOTICS",3471
2009-06-01,"OBSCENITY",1
2009-06-01,"OFFENSE INVOLVING CHILDREN",233
2009-06-01,"OTHER NARCOTIC VIOLATION",1
2009-06-01,"OTHER OFFENSE",2154
2009-06-01,"PROSTITUTION",325
2009-06-01,"PUBLIC INDECENCY",1
2009-06-01,"PUBLIC PEACE VIOLATION",275
2009-06-01,"ROBBERY",1387
2009-06-01,"SEX OFFENSE",104
2009-06-01,"STALKING",23
2009-06-01,"THEFT",6774
2009-06-01,"WEAPONS VIOLATION",368
2009-07-01,"ARSON",61
2009-07-01,"ASSAULT",2097
2009-07-01,"BATTERY",6245
2009-07-01,"BURGLARY",2508
2009-07-01,"CRIM SEXUAL ASSAULT",138
2009-07-01,"CRIMINAL DAMAGE",4546
2009-07-01,"CRIMINAL TRESPASS",880
2009-07-01,"DECEPTIVE PRACTICE",1113
2009-07-01,"GAMBLING",158
2009-07-01,"HOMICIDE",57
2009-07-01,"INTERFERENCE WITH PUBLIC OFFICER",48
2009-07-01,"INTIMIDATION",15
2009-07-01,"KIDNAPPING",25
2009-07-01,"LIQUOR LAW VIOLATION",68
2009-07-01,"MOTOR VEHICLE THEFT",1329
2009-07-01,"NARCOTICS",3522
2009-07-01,"OBSCENITY",1
2009-07-01,"OFFENSE INVOLVING CHILDREN",187
2009-07-01,"OTHER NARCOTIC VIOLATION",1
2009-07-01,"OTHER OFFENSE",2138
2009-07-01,"PROSTITUTION",263
2009-07-01,"PUBLIC PEACE VIOLATION",277
2009-07-01,"ROBBERY",1613
2009-07-01,"SEX OFFENSE",142
2009-07-01,"STALKING",13
2009-07-01,"THEFT",7831
2009-07-01,"WEAPONS VIOLATION",389
2009-08-01,"ARSON",56
2009-08-01,"ASSAULT",2052
2009-08-01,"BATTERY",6181
2009-08-01,"BURGLARY",2660
2009-08-01,"CRIM SEXUAL ASSAULT",132
2009-08-01,"CRIMINAL DAMAGE",4427
2009-08-01,"CRIMINAL TRESPASS",892
2009-08-01,"DECEPTIVE PRACTICE",1105
2009-08-01,"GAMBLING",171
2009-08-01,"HOMICIDE",48
2009-08-01,"INTERFERENCE WITH PUBLIC OFFICER",63
2009-08-01,"INTIMIDATION",18
2009-08-01,"KIDNAPPING",17
2009-08-01,"LIQUOR LAW VIOLATION",68
2009-08-01,"MOTOR VEHICLE THEFT",1336
2009-08-01,"NARCOTICS",3850
2009-08-01,"OFFENSE INVOLVING CHILDREN",204
2009-08-01,"OTHER NARCOTIC VIOLATION",1
2009-08-01,"OTHER OFFENSE",2166
2009-08-01,"PROSTITUTION",321
2009-08-01,"PUBLIC INDECENCY",4
2009-08-01,"PUBLIC PEACE VIOLATION",266
2009-08-01,"ROBBERY",1485
2009-08-01,"SEX OFFENSE",127
2009-08-01,"STALKING",12
2009-08-01,"THEFT",7733
2009-08-01,"WEAPONS VIOLATION",416
2009-09-01,"ARSON",50
2009-09-01,"ASSAULT",2015
2009-09-01,"BATTERY",5789
2009-09-01,"BURGLARY",2529
2009-09-01,"CRIM SEXUAL ASSAULT",131
2009-09-01,"CRIMINAL DAMAGE",3934
2009-09-01,"CRIMINAL TRESPASS",872
2009-09-01,"DECEPTIVE PRACTICE",1110
2009-09-01,"GAMBLING",131
2009-09-01,"HOMICIDE",43
2009-09-01,"INTERFERENCE WITH PUBLIC OFFICER",64
2009-09-01,"INTIMIDATION",28
2009-09-01,"KIDNAPPING",29
2009-09-01,"LIQUOR LAW VIOLATION",53
2009-09-01,"MOTOR VEHICLE THEFT",1334
2009-09-01,"NARCOTICS",3730
2009-09-01,"OFFENSE INVOLVING CHILDREN",208
2009-09-01,"OTHER OFFENSE",1984
2009-09-01,"PROSTITUTION",326
2009-09-01,"PUBLIC INDECENCY",2
2009-09-01,"PUBLIC PEACE VIOLATION",315
2009-09-01,"ROBBERY",1349
2009-09-01,"SEX OFFENSE",113
2009-09-01,"STALKING",17
2009-09-01,"THEFT",7305
2009-09-01,"WEAPONS VIOLATION",398
2009-10-01,"ARSON",46
2009-10-01,"ASSAULT",1815
2009-10-01,"BATTERY",5238
2009-10-01,"BURGLARY",2518
2009-10-01,"CRIM SEXUAL ASSAULT",106
2009-10-01,"CRIMINAL DAMAGE",4255
2009-10-01,"CRIMINAL TRESPASS",891
2009-10-01,"DECEPTIVE PRACTICE",1174
2009-10-01,"GAMBLING",55
2009-10-01,"HOMICIDE",37
2009-10-01,"INTERFERENCE WITH PUBLIC OFFICER",48
2009-10-01,"INTIMIDATION",22
2009-10-01,"KIDNAPPING",27
2009-10-01,"LIQUOR LAW VIOLATION",68
2009-10-01,"MOTOR VEHICLE THEFT",1447
2009-10-01,"NARCOTICS",3694
2009-10-01,"OBSCENITY",4
2009-10-01,"OFFENSE INVOLVING CHILDREN",174
2009-10-01,"OTHER OFFENSE",2188
2009-10-01,"PROSTITUTION",352
2009-10-01,"PUBLIC INDECENCY",1
2009-10-01,"PUBLIC PEACE VIOLATION",327
2009-10-01,"ROBBERY",1405
2009-10-01,"SEX OFFENSE",95
2009-10-01,"STALKING",12
2009-10-01,"THEFT",7151
2009-10-01,"WEAPONS VIOLATION",370
2009-11-01,"ARSON",52
2009-11-01,"ASSAULT",1644
2009-11-01,"BATTERY",5067
2009-11-01,"BURGLARY",2401
2009-11-01,"CRIM SEXUAL ASSAULT",100
2009-11-01,"CRIMINAL DAMAGE",4016
2009-11-01,"CRIMINAL TRESPASS",839
2009-11-01,"DECEPTIVE PRACTICE",1090
2009-11-01,"GAMBLING",58
2009-11-01,"HOMICIDE",37
2009-11-01,"INTERFERENCE WITH PUBLIC OFFICER",36
2009-11-01,"INTIMIDATION",15
2009-11-01,"KIDNAPPING",34
2009-11-01,"LIQUOR LAW VIOLATION",59
2009-11-01,"MOTOR VEHICLE THEFT",1411
2009-11-01,"NARCOTICS",3565
2009-11-01,"OBSCENITY",4
2009-11-01,"OFFENSE INVOLVING CHILDREN",189
2009-11-01,"OTHER OFFENSE",1939
2009-11-01,"PROSTITUTION",270
2009-11-01,"PUBLIC PEACE VIOLATION",245
2009-11-01,"ROBBERY",1342
2009-11-01,"SEX OFFENSE",84
2009-11-01,"STALKING",7
2009-11-01,"THEFT",6550
2009-11-01,"WEAPONS VIOLATION",327
2009-12-01,"ARSON",42
2009-12-01,"ASSAULT",1453
2009-12-01,"BATTERY",4494
2009-12-01,"BURGLARY",2324
2009-12-01,"CRIM SEXUAL ASSAULT",100
2009-12-01,"CRIMINAL DAMAGE",3035
2009-12-01,"CRIMINAL TRESPASS",766
2009-12-01,"DECEPTIVE PRACTICE",1140
2009-12-01,"GAMBLING",12
2009-12-01,"HOMICIDE",36
2009-12-01,"INTERFERENCE WITH PUBLIC OFFICER",33
2009-12-01,"INTIMIDATION",15
2009-12-01,"KIDNAPPING",26
2009-12-01,"LIQUOR LAW VIOLATION",29
2009-12-01,"MOTOR VEHICLE THEFT",1539
2009-12-01,"NARCOTICS",3091
2009-12-01,"OBSCENITY",2
2009-12-01,"OFFENSE INVOLVING CHILDREN",206
2009-12-01,"OTHER NARCOTIC VIOLATION",1
2009-12-01,"OTHER OFFENSE",1783
2009-12-01,"PROSTITUTION",242
2009-12-01,"PUBLIC PEACE VIOLATION",187
2009-12-01,"ROBBERY",1329
2009-12-01,"SEX OFFENSE",70
2009-12-01,"STALKING",10
2009-12-01,"THEFT",5964
2009-12-01,"WEAPONS VIOLATION",252
2010-01-01,"ARSON",45
2010-01-01,"ASSAULT",1486
2010-01-01,"BATTERY",4664
2010-01-01,"BURGLARY",1957
2010-01-01,"CRIM SEXUAL ASSAULT",126
2010-01-01,"CRIMINAL DAMAGE",2800
2010-01-01,"CRIMINAL TRESPASS",925
2010-01-01,"DECEPTIVE PRACTICE",1079
2010-01-01,"GAMBLING",12
2010-01-01,"HOMICIDE",22
2010-01-01,"INTERFERENCE WITH PUBLIC OFFICER",50
2010-01-01,"INTIMIDATION",23
2010-01-01,"KIDNAPPING",32
2010-01-01,"LIQUOR LAW VIOLATION",58
2010-01-01,"MOTOR VEHICLE THEFT",1512
2010-01-01,"NARCOTICS",3816
2010-01-01,"OBSCENITY",1
2010-01-01,"OFFENSE INVOLVING CHILDREN",272
2010-01-01,"OTHER OFFENSE",1989
2010-01-01,"PROSTITUTION",278
2010-01-01,"PUBLIC PEACE VIOLATION",289
2010-01-01,"ROBBERY",1220
2010-01-01,"SEX OFFENSE",93
2010-01-01,"STALKING",17
2010-01-01,"THEFT",6074
2010-01-01,"WEAPONS VIOLATION",315
2010-02-01,"ARSON",27
2010-02-01,"ASSAULT",1435
2010-02-01,"BATTERY",4252
2010-02-01,"BURGLARY",1479
2010-02-01,"CRIM SEXUAL ASSAULT",81
2010-02-01,"CRIMINAL DAMAGE",2452
2010-02-01,"CRIMINAL TRESPASS",759
2010-02-01,"DECEPTIVE PRACTICE",971
2010-02-01,"GAMBLING",22
2010-02-01,"HOMICIDE",22
2010-02-01,"INTERFERENCE WITH PUBLIC OFFICER",55
2010-02-01,"INTIMIDATION",12
2010-02-01,"KIDNAPPING",29
2010-02-01,"LIQUOR LAW VIOLATION",62
2010-02-01,"MOTOR VEHICLE THEFT",1077
2010-02-01,"NARCOTICS",3983
2010-02-01,"OBSCENITY",4
2010-02-01,"OFFENSE INVOLVING CHILDREN",184
2010-02-01,"OTHER OFFENSE",1757
2010-02-01,"PROSTITUTION",203
2010-02-01,"PUBLIC PEACE VIOLATION",230
2010-02-01,"ROBBERY",722
2010-02-01,"SEX OFFENSE",62
2010-02-01,"STALKING",12
2010-02-01,"THEFT",4803
2010-02-01,"WEAPONS VIOLATION",238
2010-03-01,"ARSON",49
2010-03-01,"ASSAULT",1900
2010-03-01,"BATTERY",6028
2010-03-01,"BURGLARY",1988
2010-03-01,"CRIM SEXUAL ASSAULT",126
2010-03-01,"CRIMINAL DAMAGE",3760
2010-03-01,"CRIMINAL TRESPASS",919
2010-03-01,"DECEPTIVE PRACTICE",1097
2010-03-01,"GAMBLING",48
2010-03-01,"HOMICIDE",31
2010-03-01,"INTERFERENCE WITH PUBLIC OFFICER",68
2010-03-01,"INTIMIDATION",21
2010-03-01,"KIDNAPPING",34
2010-03-01,"LIQUOR LAW VIOLATION",68
2010-03-01,"MOTOR VEHICLE THEFT",1348
2010-03-01,"NARCOTICS",4395
2010-03-01,"OBSCENITY",2
2010-03-01,"OFFENSE INVOLVING CHILDREN",229
2010-03-01,"OTHER NARCOTIC VIOLATION",1
2010-03-01,"OTHER OFFENSE",2047
2010-03-01,"PROSTITUTION",268
2010-03-01,"PUBLIC INDECENCY",1
2010-03-01,"PUBLIC PEACE VIOLATION",358
2010-03-01,"ROBBERY",1003
2010-03-01,"SEX OFFENSE",89
2010-03-01,"STALKING",10
2010-03-01,"THEFT",6094
2010-03-01,"WEAPONS VIOLATION",343
2010-04-01,"ARSON",37
2010-04-01,"ASSAULT",1970
2010-04-01,"BATTERY",5866
2010-04-01,"BURGLARY",1994
2010-04-01,"CRIM SEXUAL ASSAULT",105
2010-04-01,"CRIMINAL DAMAGE",3853
2010-04-01,"CRIMINAL TRESPASS",758
2010-04-01,"DECEPTIVE PRACTICE",1108
2010-04-01,"GAMBLING",107
2010-04-01,"HOMICIDE",46
2010-04-01,"INTERFERENCE WITH PUBLIC OFFICER",67
2010-04-01,"INTIMIDATION",23
2010-04-01,"KIDNAPPING",30
2010-04-01,"LIQUOR LAW VIOLATION",85
2010-04-01,"MOTOR VEHICLE THEFT",1455
2010-04-01,"NARCOTICS",3787
2010-04-01,"OBSCENITY",3
2010-04-01,"OFFENSE INVOLVING CHILDREN",216
2010-04-01,"OTHER NARCOTIC VIOLATION",1
2010-04-01,"OTHER OFFENSE",1936
2010-04-01,"PROSTITUTION",181
2010-04-01,"PUBLIC PEACE VIOLATION",319
2010-04-01,"ROBBERY",1121
2010-04-01,"SEX OFFENSE",80
2010-04-01,"STALKING",20
2010-04-01,"THEFT",6135
2010-04-01,"WEAPONS VIOLATION",355
2010-05-01,"ARSON",44
2010-05-01,"ASSAULT",2087
2010-05-01,"BATTERY",6408
2010-05-01,"BURGLARY",2248
2010-05-01,"CRIM SEXUAL ASSAULT",129
2010-05-01,"CRIMINAL DAMAGE",3807
2010-05-01,"CRIMINAL TRESPASS",790
2010-05-01,"DECEPTIVE PRACTICE",981
2010-05-01,"GAMBLING",115
2010-05-01,"HOMICIDE",46
2010-05-01,"INTERFERENCE WITH PUBLIC OFFICER",73
2010-05-01,"INTIMIDATION",15
2010-05-01,"KIDNAPPING",37
2010-05-01,"LIQUOR LAW VIOLATION",63
2010-05-01,"MOTOR VEHICLE THEFT",1692
2010-05-01,"NARCOTICS",3668
2010-05-01,"OBSCENITY",3
2010-05-01,"OFFENSE INVOLVING CHILDREN",238
2010-05-01,"OTHER OFFENSE",1992
2010-05-01,"PROSTITUTION",202
2010-05-01,"PUBLIC INDECENCY",1
2010-05-01,"PUBLIC PEACE VIOLATION",342
2010-05-01,"ROBBERY",1187
2010-05-01,"SEX OFFENSE",110
2010-05-01,"STALKING",17
2010-05-01,"THEFT",6722
2010-05-01,"WEAPONS VIOLATION",373
2010-06-01,"ARSON",55
2010-06-01,"ASSAULT",2034
2010-06-01,"BATTERY",6332
2010-06-01,"BURGLARY",2256
2010-06-01,"CRIM SEXUAL ASSAULT",120
2010-06-01,"CRIMINAL DAMAGE",3586
2010-06-01,"CRIMINAL TRESPASS",753
2010-06-01,"DECEPTIVE PRACTICE",1077
2010-06-01,"GAMBLING",98
2010-06-01,"HOMICIDE",49
2010-06-01,"INTERFERENCE WITH PUBLIC OFFICER",81
2010-06-01,"INTIMIDATION",26
2010-06-01,"KIDNAPPING",21
2010-06-01,"LIQUOR LAW VIOLATION",80
2010-06-01,"MOTOR VEHICLE THEFT",1513
2010-06-01,"NARCOTICS",3345
2010-06-01,"OBSCENITY",4
2010-06-01,"OFFENSE INVOLVING CHILDREN",191
2010-06-01,"OTHER NARCOTIC VIOLATION",1
2010-06-01,"OTHER OFFENSE",1930
2010-06-01,"PROSTITUTION",224
2010-06-01,"PUBLIC INDECENCY",1
2010-06-01,"PUBLIC PEACE VIOLATION",333
2010-06-01,"ROBBERY",1226
2010-06-01,"SEX OFFENSE",111
2010-06-01,"STALKING",21
2010-06-01,"THEFT",6910
2010-06-01,"WEAPONS VIOLATION",321
2010-07-01,"ARSON",51
2010-07-01,"ASSAULT",2054
2010-07-01,"BATTERY",6310
2010-07-01,"BURGLARY",2331
2010-07-01,"CRIM SEXUAL ASSAULT",123
2010-07-01,"CRIMINAL DAMAGE",3742
2010-07-01,"CRIMINAL TRESPASS",769
2010-07-01,"DECEPTIVE PRACTICE",1146
2010-07-01,"GAMBLING",143
2010-07-01,"HOMICIDE",42
2010-07-01,"INTERFERENCE WITH PUBLIC OFFICER",77
2010-07-01,"INTIMIDATION",15
2010-07-01,"KIDNAPPING",21
2010-07-01,"LIQUOR LAW VIOLATION",69
2010-07-01,"MOTOR VEHICLE THEFT",1572
2010-07-01,"NARCOTICS",3517
2010-07-01,"NON-CRIMINAL",1
2010-07-01,"OBSCENITY",4
2010-07-01,"OFFENSE INVOLVING CHILDREN",211
2010-07-01,"OTHER NARCOTIC VIOLATION",1
2010-07-01,"OTHER OFFENSE",1886
2010-07-01,"PROSTITUTION",173
2010-07-01,"PUBLIC PEACE VIOLATION",282
2010-07-01,"ROBBERY",1321
2010-07-01,"SEX OFFENSE",103
2010-07-01,"STALKING",16
2010-07-01,"THEFT",7193
2010-07-01,"WEAPONS VIOLATION",326
2010-08-01,"ARSON",48
2010-08-01,"ASSAULT",2016
2010-08-01,"BATTERY",6057
2010-08-01,"BURGLARY",2707
2010-08-01,"CRIM SEXUAL ASSAULT",123
2010-08-01,"CRIMINAL DAMAGE",3748
2010-08-01,"CRIMINAL TRESPASS",828
2010-08-01,"DECEPTIVE PRACTICE",1063
2010-08-01,"GAMBLING",137
2010-08-01,"HOMICIDE",57
2010-08-01,"INTERFERENCE WITH PUBLIC OFFICER",79
2010-08-01,"INTIMIDATION",15
2010-08-01,"KIDNAPPING",22
2010-08-01,"LIQUOR LAW VIOLATION",59
2010-08-01,"MOTOR VEHICLE THEFT",1681
2010-08-01,"NARCOTICS",3669
2010-08-01,"OFFENSE INVOLVING CHILDREN",225
2010-08-01,"OTHER NARCOTIC VIOLATION",1
2010-08-01,"OTHER OFFENSE",1816
2010-08-01,"PROSTITUTION",212
2010-08-01,"PUBLIC INDECENCY",1
2010-08-01,"PUBLIC PEACE VIOLATION",309
2010-08-01,"ROBBERY",1316
2010-08-01,"SEX OFFENSE",123
2010-08-01,"STALKING",13
2010-08-01,"THEFT",7488
2010-08-01,"WEAPONS VIOLATION",322
2010-09-01,"ARSON",41
2010-09-01,"ASSAULT",1878
2010-09-01,"BATTERY",5362
2010-09-01,"BURGLARY",2435
2010-09-01,"CRIM SEXUAL ASSAULT",115
2010-09-01,"CRIMINAL DAMAGE",3469
2010-09-01,"CRIMINAL TRESPASS",773
2010-09-01,"DECEPTIVE PRACTICE",1040
2010-09-01,"GAMBLING",119
2010-09-01,"HOMICIDE",31
2010-09-01,"INTERFERENCE WITH PUBLIC OFFICER",75
2010-09-01,"INTIMIDATION",16
2010-09-01,"KIDNAPPING",23
2010-09-01,"LIQUOR LAW VIOLATION",57
2010-09-01,"MOTOR VEHICLE THEFT",1765
2010-09-01,"NARCOTICS",3615
2010-09-01,"OBSCENITY",3
2010-09-01,"OFFENSE INVOLVING CHILDREN",190
2010-09-01,"OTHER OFFENSE",1659
2010-09-01,"PROSTITUTION",172
2010-09-01,"PUBLIC INDECENCY",1
2010-09-01,"PUBLIC PEACE VIOLATION",328
2010-09-01,"ROBBERY",1258
2010-09-01,"SEX OFFENSE",98
2010-09-01,"STALKING",18
2010-09-01,"THEFT",6977
2010-09-01,"WEAPONS VIOLATION",355
2010-10-01,"ARSON",66
2010-10-01,"ASSAULT",1841
2010-10-01,"BATTERY",5415
2010-10-01,"BURGLARY",2486
2010-10-01,"CRIM SEXUAL ASSAULT",125
2010-10-01,"CRIMINAL DAMAGE",3727
2010-10-01,"CRIMINAL TRESPASS",797
2010-10-01,"DECEPTIVE PRACTICE",975
2010-10-01,"GAMBLING",83
2010-10-01,"HOMICIDE",36
2010-10-01,"INTERFERENCE WITH PUBLIC OFFICER",71
2010-10-01,"INTIMIDATION",14
2010-10-01,"KIDNAPPING",26
2010-10-01,"LIQUOR LAW VIOLATION",61
2010-10-01,"MOTOR VEHICLE THEFT",1786
2010-10-01,"NARCOTICS",3518
2010-10-01,"OBSCENITY",4
2010-10-01,"OFFENSE INVOLVING CHILDREN",171
2010-10-01,"OTHER OFFENSE",1853
2010-10-01,"PROSTITUTION",178
2010-10-01,"PUBLIC INDECENCY",1
2010-10-01,"PUBLIC PEACE VIOLATION",322
2010-10-01,"ROBBERY",1463
2010-10-01,"SEX OFFENSE",107
2010-10-01,"STALKING",12
2010-10-01,"THEFT",6907
2010-10-01,"WEAPONS VIOLATION",337
2010-11-01,"ARSON",33
2010-11-01,"ASSAULT",1566
2010-11-01,"BATTERY",4649
2010-11-01,"BURGLARY",2415
2010-11-01,"CRIM SEXUAL ASSAULT",84
2010-11-01,"CRIMINAL DAMAGE",3311
2010-11-01,"CRIMINAL TRESPASS",744
2010-11-01,"DECEPTIVE PRACTICE",871
2010-11-01,"GAMBLING",34
2010-11-01,"HOMICIDE",33
2010-11-01,"INTERFERENCE WITH PUBLIC OFFICER",57
2010-11-01,"INTIMIDATION",12
2010-11-01,"KIDNAPPING",23
2010-11-01,"LIQUOR LAW VIOLATION",53
2010-11-01,"MOTOR VEHICLE THEFT",1747
2010-11-01,"NARCOTICS",3300
2010-11-01,"OBSCENITY",3
2010-11-01,"OFFENSE INVOLVING CHILDREN",193
2010-11-01,"OTHER NARCOTIC VIOLATION",1
2010-11-01,"OTHER OFFENSE",1602
2010-11-01,"PROSTITUTION",205
2010-11-01,"PUBLIC PEACE VIOLATION",251
2010-11-01,"ROBBERY",1266
2010-11-01,"SEX OFFENSE",69
2010-11-01,"STALKING",19
2010-11-01,"THEFT",6088
2010-11-01,"WEAPONS VIOLATION",245
2010-12-01,"ARSON",26
2010-12-01,"ASSAULT",1268
2010-12-01,"BATTERY",4058
2010-12-01,"BURGLARY",2126
2010-12-01,"CRIM SEXUAL ASSAULT",86
2010-12-01,"CRIMINAL DAMAGE",2398
2010-12-01,"CRIMINAL TRESPASS",586
2010-12-01,"DECEPTIVE PRACTICE",1012
2010-12-01,"GAMBLING",9
2010-12-01,"HOMICIDE",23
2010-12-01,"INTERFERENCE WITH PUBLIC OFFICER",43
2010-12-01,"INTIMIDATION",5
2010-12-01,"KIDNAPPING",15
2010-12-01,"LIQUOR LAW VIOLATION",21
2010-12-01,"MOTOR VEHICLE THEFT",1880
2010-12-01,"NARCOTICS",2780
2010-12-01,"OBSCENITY",2
2010-12-01,"OFFENSE INVOLVING CHILDREN",198
2010-12-01,"OTHER OFFENSE",1545
2010-12-01,"PROSTITUTION",189
2010-12-01,"PUBLIC INDECENCY",1
2010-12-01,"PUBLIC PEACE VIOLATION",175
2010-12-01,"ROBBERY",1170
2010-12-01,"SEX OFFENSE",64
2010-12-01,"STALKING",14
2010-12-01,"THEFT",5358
2010-12-01,"WEAPONS VIOLATION",174
2011-01-01,"ARSON",40
2011-01-01,"ASSAULT",1390
2011-01-01,"BATTERY",4434
2011-01-01,"BURGLARY",1954
2011-01-01,"CRIM SEXUAL ASSAULT",137
2011-01-01,"CRIMINAL DAMAGE",2638
2011-01-01,"CRIMINAL TRESPASS",722
2011-01-01,"DECEPTIVE PRACTICE",937
2011-01-01,"GAMBLING",10
2011-01-01,"HOMICIDE",28
2011-01-01,"INTERFERENCE WITH PUBLIC OFFICER",60
2011-01-01,"INTIMIDATION",10
2011-01-01,"KIDNAPPING",19
2011-01-01,"LIQUOR LAW VIOLATION",56
2011-01-01,"MOTOR VEHICLE THEFT",1862
2011-01-01,"NARCOTICS",3454
2011-01-01,"OBSCENITY",3
2011-01-01,"OFFENSE INVOLVING CHILDREN",220
2011-01-01,"OTHER OFFENSE",1825
2011-01-01,"PROSTITUTION",242
2011-01-01,"PUBLIC PEACE VIOLATION",197
2011-01-01,"ROBBERY",1105
2011-01-01,"SEX OFFENSE",97
2011-01-01,"STALKING",13
2011-01-01,"THEFT",5418
